"player","attack.angle","vertical.bat.angle","hand.speed","bat.speed","body.rotation.rate","bat.rotation.rate","x_knob","y_knob","z_knob","x_barrel","y_barrel","z_barrel","time_index","flag"
"Player 2",-0.902,0.591,1.127,1.428,1.978,0.865,0.481,-0.82,0.556,0.806,-0.52,0.853,83,0
"Player 2",-0.895,0.589,1.164,1.467,2.049,0.918,0.48,-0.819,0.554,0.808,-0.52,0.851,84,0
"Player 2",-0.887,0.587,1.206,1.507,2.126,0.968,0.479,-0.817,0.553,0.81,-0.521,0.848,85,0
"Player 2",-0.877,0.584,1.254,1.548,2.204,1.035,0.478,-0.816,0.552,0.812,-0.522,0.846,86,0
"Player 2",-0.866,0.583,1.307,1.591,2.281,1.127,0.476,-0.814,0.55,0.814,-0.523,0.844,87,0
"Player 2",-0.853,0.581,1.366,1.635,2.359,1.24,0.475,-0.812,0.549,0.816,-0.524,0.841,88,0
"Player 2",-0.84,0.58,1.433,1.681,2.443,1.355,0.474,-0.811,0.547,0.818,-0.526,0.839,89,0
"Player 2",-0.827,0.578,1.509,1.73,2.535,1.455,0.473,-0.809,0.545,0.819,-0.527,0.836,90,0
"Player 2",-0.817,0.578,1.594,1.782,2.638,1.532,0.472,-0.807,0.542,0.821,-0.529,0.834,91,0
"Player 2",-0.809,0.577,1.689,1.837,2.752,1.595,0.471,-0.805,0.54,0.824,-0.53,0.831,92,0
"Player 2",-0.801,0.577,1.793,1.894,2.872,1.661,0.47,-0.803,0.537,0.826,-0.532,0.829,93,0
"Player 2",-0.792,0.577,1.905,1.953,2.996,1.749,0.469,-0.801,0.535,0.828,-0.534,0.826,94,0
"Player 2",-0.783,0.578,2.024,2.013,3.125,1.87,0.468,-0.799,0.532,0.83,-0.536,0.823,95,0
"Player 2",-0.771,0.579,2.15,2.074,3.26,2.014,0.467,-0.796,0.528,0.832,-0.539,0.82,96,0
"Player 2",-0.76,0.581,2.283,2.136,3.408,2.159,0.467,-0.794,0.525,0.834,-0.541,0.818,97,0
"Player 2",-0.75,0.583,2.422,2.201,3.574,2.279,0.466,-0.791,0.521,0.836,-0.544,0.815,98,0
"Player 2",-0.743,0.585,2.567,2.269,3.763,2.363,0.465,-0.789,0.517,0.839,-0.547,0.812,99,0
"Player 2",-0.738,0.588,2.718,2.341,3.971,2.427,0.465,-0.786,0.513,0.841,-0.55,0.809,100,0
"Player 2",-0.735,0.591,2.873,2.417,4.194,2.502,0.464,-0.783,0.508,0.843,-0.553,0.805,101,0
"Player 2",-0.731,0.594,3.03,2.496,4.428,2.609,0.463,-0.78,0.503,0.845,-0.557,0.802,102,0
"Player 2",-0.727,0.598,3.188,2.579,4.674,2.741,0.463,-0.776,0.498,0.847,-0.56,0.799,103,0
"Player 2",-0.724,0.603,3.347,2.665,4.94,2.87,0.462,-0.773,0.493,0.849,-0.564,0.795,104,0
"Player 2",-0.722,0.607,3.508,2.755,5.23,2.965,0.461,-0.769,0.487,0.851,-0.569,0.791,105,0
"Player 2",-0.723,0.612,3.672,2.847,5.549,3.009,0.46,-0.765,0.481,0.853,-0.573,0.787,106,0
"Player 2",-0.726,0.617,3.838,2.945,5.894,3.023,0.46,-0.761,0.475,0.854,-0.578,0.783,107,0
"Player 2",-0.73,0.622,4.006,3.047,6.257,3.05,0.458,-0.757,0.468,0.856,-0.583,0.779,108,0
"Player 2",-0.733,0.627,4.176,3.157,6.636,3.121,0.457,-0.753,0.462,0.857,-0.589,0.775,109,0
"Player 2",-0.737,0.632,4.35,3.273,7.034,3.227,0.456,-0.748,0.455,0.858,-0.594,0.77,110,0
"Player 2",-0.74,0.637,4.527,3.395,7.462,3.326,0.454,-0.743,0.447,0.859,-0.6,0.765,111,0
"Player 2",-0.744,0.641,4.711,3.521,7.928,3.374,0.453,-0.738,0.44,0.86,-0.607,0.759,112,0
"Player 2",-0.75,0.646,4.904,3.65,8.437,3.351,0.451,-0.733,0.432,0.86,-0.613,0.753,113,0
"Player 2",-0.758,0.65,5.105,3.786,8.985,3.29,0.448,-0.727,0.424,0.86,-0.62,0.747,114,0
"Player 2",-0.766,0.654,5.315,3.93,9.56,3.25,0.446,-0.721,0.416,0.859,-0.628,0.741,115,0
"Player 2",-0.773,0.657,5.534,4.088,10.156,3.271,0.443,-0.715,0.408,0.858,-0.635,0.734,116,0
"Player 2",-0.779,0.659,5.762,4.26,10.774,3.337,0.44,-0.708,0.4,0.857,-0.643,0.726,117,0
"Player 2",-0.784,0.661,6,4.446,11.418,3.403,0.436,-0.701,0.391,0.855,-0.652,0.719,118,0
"Player 2",-0.79,0.662,6.248,4.641,12.092,3.42,0.432,-0.694,0.382,0.852,-0.66,0.71,119,0
"Player 2",-0.796,0.661,6.504,4.847,12.793,3.376,0.428,-0.685,0.373,0.849,-0.669,0.701,120,0
"Player 2",-0.801,0.66,6.768,5.066,13.508,3.316,0.423,-0.677,0.364,0.846,-0.678,0.692,121,0
"Player 2",-0.807,0.657,7.037,5.304,14.22,3.319,0.419,-0.668,0.355,0.841,-0.687,0.682,122,0
"Player 2",-0.811,0.654,7.308,5.567,14.917,3.434,0.413,-0.658,0.346,0.836,-0.697,0.671,123,0
"Player 2",-0.814,0.648,7.58,5.858,15.598,3.645,0.408,-0.647,0.337,0.83,-0.706,0.66,124,0
"Player 2",-0.817,0.641,7.853,6.173,16.273,3.894,0.402,-0.636,0.328,0.823,-0.716,0.648,125,0
"Player 2",-0.819,0.633,8.125,6.507,16.95,4.12,0.396,-0.625,0.319,0.815,-0.726,0.635,126,0
"Player 2",-0.823,0.622,8.395,6.855,17.632,4.292,0.39,-0.612,0.31,0.807,-0.736,0.621,127,0
"Player 2",-0.826,0.61,8.662,7.219,18.306,4.438,0.384,-0.599,0.302,0.797,-0.746,0.607,128,0
"Player 2",-0.83,0.596,8.92,7.605,18.954,4.632,0.378,-0.585,0.293,0.787,-0.755,0.592,129,0
"Player 2",-0.832,0.579,9.165,8.023,19.556,4.959,0.372,-0.57,0.285,0.775,-0.765,0.577,130,0
"Player 2",-0.833,0.561,9.395,8.481,20.102,5.461,0.366,-0.554,0.277,0.762,-0.774,0.56,131,0
"Player 2",-0.833,0.54,9.608,8.979,20.597,6.108,0.361,-0.538,0.269,0.748,-0.783,0.543,132,0
"Player 2",-0.831,0.517,9.801,9.512,21.052,6.818,0.355,-0.521,0.262,0.733,-0.791,0.525,133,0
"Player 2",-0.828,0.491,9.977,10.071,21.48,7.5,0.35,-0.504,0.255,0.717,-0.799,0.506,134,0
"Player 2",-0.824,0.463,10.132,10.65,21.883,8.124,0.346,-0.485,0.249,0.7,-0.806,0.486,135,0
"Player 2",-0.82,0.433,10.267,11.252,22.248,8.749,0.341,-0.466,0.243,0.681,-0.813,0.466,136,0
"Player 2",-0.813,0.4,10.378,11.884,22.556,9.485,0.338,-0.447,0.238,0.66,-0.818,0.445,137,0
"Player 2",-0.805,0.365,10.462,12.555,22.797,10.396,0.335,-0.427,0.234,0.639,-0.822,0.422,138,0
"Player 2",-0.795,0.327,10.52,13.268,22.975,11.449,0.332,-0.407,0.231,0.616,-0.825,0.4,139,0
"Player 2",-0.782,0.287,10.55,14.016,23.103,12.553,0.331,-0.387,0.228,0.592,-0.826,0.376,140,0
"Player 2",-0.767,0.245,10.553,14.792,23.189,13.617,0.33,-0.366,0.226,0.566,-0.825,0.352,141,0
"Player 2",-0.75,0.2,10.528,15.589,23.232,14.609,0.329,-0.345,0.224,0.539,-0.823,0.327,142,0
"Player 2",-0.731,0.154,10.475,16.406,23.22,15.587,0.33,-0.325,0.224,0.511,-0.818,0.302,143,0
"Player 2",-0.71,0.105,10.392,17.249,23.139,16.652,0.331,-0.304,0.224,0.481,-0.81,0.277,144,0
"Player 2",-0.686,0.055,10.277,18.122,22.982,17.861,0.333,-0.284,0.225,0.451,-0.8,0.251,145,0
"Player 2",-0.659,0.003,10.131,19.026,22.751,19.182,0.335,-0.264,0.226,0.42,-0.787,0.225,146,0
"Player 2",-0.629,-0.05,9.957,19.948,22.453,20.53,0.338,-0.245,0.228,0.388,-0.771,0.199,147,0
"Player 2",-0.596,-0.103,9.758,20.875,22.097,21.817,0.342,-0.226,0.231,0.355,-0.751,0.174,148,0
"Player 2",-0.562,-0.158,9.539,21.793,21.691,23,0.346,-0.207,0.234,0.322,-0.728,0.149,149,0
"Player 2",-0.526,-0.212,9.305,22.695,21.244,24.111,0.35,-0.189,0.238,0.289,-0.701,0.126,150,0
"Player 2",-0.487,-0.266,9.059,23.582,20.765,25.221,0.355,-0.172,0.242,0.257,-0.67,0.103,151,0
"Player 2",-0.445,-0.319,8.808,24.458,20.267,26.369,0.36,-0.155,0.246,0.225,-0.635,0.081,152,0
"Player 2",-0.4,-0.37,8.554,25.328,19.762,27.532,0.365,-0.139,0.251,0.193,-0.597,0.062,153,0
"Player 2",-0.353,-0.418,8.303,26.191,19.256,28.645,0.371,-0.124,0.256,0.164,-0.554,0.044,154,0
"Player 2",-0.304,-0.464,8.059,27.044,18.759,29.649,0.376,-0.109,0.261,0.135,-0.509,0.028,155,0
"Player 2",-0.253,-0.505,7.828,27.885,18.279,30.51,0.382,-0.094,0.267,0.109,-0.46,0.015,156,0
"Player 2",-0.201,-0.542,7.613,28.705,17.828,31.228,0.388,-0.08,0.272,0.085,-0.408,0.004,157,0
"Player 2",-0.147,-0.573,7.423,29.489,17.411,31.827,0.393,-0.067,0.278,0.064,-0.354,-0.005,158,0
"Player 2",-0.091,-0.598,7.264,30.201,17.035,32.336,0.4,-0.055,0.283,0.046,-0.298,-0.01,159,0
"Player 2",-0.034,-0.616,7.15,30.776,16.708,32.765,0.406,-0.043,0.289,0.032,-0.242,-0.014,160,0
"Player 2",0.023,-0.628,7.094,31.111,16.445,33.1,0.413,-0.032,0.295,0.021,-0.186,-0.014,161,1
"Player 2",0.076,-0.632,7.113,31.067,16.265,33.308,0.42,-0.022,0.301,0.014,-0.131,-0.012,162,1
"Player 2",0.124,-0.632,7.221,30.488,16.18,33.415,0.428,-0.013,0.308,0.011,-0.078,-0.008,163,1
"Player 2",0.162,-0.628,7.424,29.255,16.13,33.456,0.436,-0.005,0.314,0.013,-0.028,-0.003,164,1
"Player 2",0.189,-0.623,7.712,27.37,NA,NA,0.446,0.001,0.321,0.018,0.019,0.004,165,1
"Player 2",0.205,-0.617,8.051,25.021,NA,NA,0.456,0.006,0.328,0.027,0.06,0.013,166,1
"Player 2",0.215,-0.613,8.383,22.576,NA,NA,0.468,0.009,0.335,0.04,0.098,0.022,167,1
"Player 2",0.227,-0.608,8.656,20.411,NA,NA,0.48,0.01,0.342,0.056,0.131,0.032,168,1
"Player 2",0.25,-0.603,8.845,18.722,NA,NA,0.493,0.01,0.349,0.075,0.161,0.043,169,1
"Player 2",0.281,-0.597,8.966,17.512,NA,NA,0.508,0.01,0.356,0.096,0.188,0.055,170,1
"Player 2",0.316,-0.588,9.049,16.735,NA,NA,0.523,0.008,0.364,0.12,0.213,0.068,171,1
"Player 2",0.349,-0.576,9.119,16.37,NA,NA,0.538,0.005,0.371,0.145,0.235,0.081,172,1
"Player 2",0.379,-0.561,9.185,16.379,NA,NA,0.554,0.001,0.378,0.173,0.256,0.096,173,1
"Player 2",0.405,-0.543,9.247,16.676,NA,NA,0.57,-0.004,0.385,0.201,0.276,0.112,174,1
"Player 2",0.428,-0.522,9.302,17.156,NA,NA,0.587,-0.009,0.391,0.231,0.294,0.128,175,1
"Player 2",0.447,-0.498,9.346,17.72,NA,NA,0.603,-0.014,0.398,0.262,0.312,0.146,176,1
"Player 2",0.462,-0.471,9.373,18.29,NA,NA,0.62,-0.021,0.404,0.294,0.328,0.164,177,1
"Player 2",0.473,-0.443,9.379,18.823,NA,NA,0.636,-0.028,0.41,0.327,0.343,0.183,178,1
"Player 2",0.481,-0.412,9.363,19.318,NA,NA,0.652,-0.035,0.416,0.361,0.357,0.203,179,1
"Player 2",0.486,-0.38,9.325,19.791,NA,NA,0.668,-0.043,0.421,0.396,0.369,0.224,180,1
"Player 2",0.49,-0.348,9.27,20.247,NA,NA,0.684,-0.051,0.427,0.432,0.38,0.246,181,1
"Player 2",0.495,-0.315,9.206,20.675,NA,NA,0.699,-0.06,0.433,0.469,0.388,0.268,182,1
"Player 2",0.501,-0.281,9.145,21.054,NA,NA,0.714,-0.069,0.439,0.506,0.396,0.29,183,1
"Player 2",0.508,-0.247,9.106,21.366,NA,NA,0.729,-0.079,0.445,0.544,0.401,0.313,184,1
"Player 2",0.514,-0.214,9.103,21.608,NA,NA,0.743,-0.089,0.451,0.582,0.404,0.337,185,1
"Player 2",0.519,-0.18,9.149,21.794,NA,NA,0.757,-0.099,0.458,0.62,0.405,0.361,186,1
"Player 2",0.524,-0.147,9.247,21.95,NA,NA,0.77,-0.109,0.465,0.658,0.404,0.385,187,1
"Player 2",0.527,-0.115,9.387,22.09,NA,NA,0.784,-0.12,0.472,0.696,0.401,0.41,188,1
"Player 2",0.531,-0.083,9.551,22.21,NA,NA,0.797,-0.131,0.479,0.734,0.396,0.434,189,1
"Player 2",0.534,-0.052,9.719,22.316,NA,NA,0.81,-0.142,0.487,0.772,0.388,0.459,190,1
"Player 2",0.535,-0.02,9.876,22.417,NA,NA,0.823,-0.154,0.495,0.809,0.379,0.484,191,1
"Player 2",0.534,0.01,10.011,22.52,NA,NA,0.836,-0.166,0.504,0.846,0.367,0.509,192,1
"Player 2",0.531,0.04,10.123,22.619,NA,NA,0.849,-0.178,0.513,0.883,0.353,0.533,193,1
"Player 2",0.526,0.069,10.215,22.71,NA,NA,0.862,-0.191,0.522,0.919,0.338,0.558,194,1
"Player 2",0.522,0.098,10.298,22.791,NA,NA,0.875,-0.204,0.531,0.955,0.32,0.582,195,1
"Player 2",0.519,0.126,10.381,22.86,NA,NA,0.887,-0.218,0.54,0.99,0.301,0.607,196,1
"Player 2",0.516,0.153,10.471,22.918,NA,NA,0.9,-0.232,0.55,1.025,0.28,0.631,197,1
"Player 2",0.513,0.18,10.566,22.964,NA,NA,0.913,-0.247,0.56,1.058,0.257,0.655,198,1
"Player 2",0.509,0.205,10.665,22.997,NA,NA,0.925,-0.261,0.57,1.092,0.232,0.679,199,1
"Player 2",0.504,0.231,10.76,23.012,NA,NA,0.938,-0.277,0.58,1.124,0.206,0.703,200,1
"Player 2",0.498,0.255,10.846,22.999,NA,NA,0.951,-0.292,0.59,1.156,0.179,0.726,201,1
"Player 2",0.492,0.279,10.923,22.955,NA,NA,0.964,-0.309,0.601,1.187,0.15,0.75,202,1
"Player 2",0.486,0.303,10.99,22.884,NA,NA,0.977,-0.325,0.612,1.218,0.12,0.773,203,1
"Player 2",0.48,0.326,11.05,22.791,NA,NA,0.989,-0.342,0.622,1.247,0.089,0.796,204,1
"Player 2",0.473,0.348,11.106,22.687,NA,NA,1.002,-0.358,0.633,1.276,0.057,0.818,205,1
"Player 2",0.466,0.37,11.159,22.575,NA,NA,1.014,-0.374,0.644,1.303,0.026,0.839,206,1
"Player 2",0.459,0.392,11.208,22.456,NA,NA,1.026,-0.39,0.654,1.328,-0.005,0.86,207,1
"Player 2",0.451,0.414,11.25,22.328,NA,NA,1.037,-0.405,0.663,1.352,-0.034,0.879,208,1
"Player 2",0.444,0.434,11.285,22.191,NA,NA,1.047,-0.419,0.672,1.372,-0.061,0.896,209,1
"Player 2",0.438,0.453,11.311,22.051,NA,NA,1.056,-0.431,0.679,1.39,-0.085,0.91,210,1
"Player 2",0.434,0.469,11.328,21.918,NA,NA,1.063,-0.441,0.685,1.404,-0.104,0.922,211,1
"Player 2",0.431,0.481,11.339,21.812,NA,NA,1.068,-0.448,0.689,1.414,-0.117,0.93,212,1
"Player 2",0.43,0.487,11.343,21.753,NA,NA,1.07,-0.451,0.692,1.419,-0.124,0.934,213,1
