player,attack angle,body direction,bat direction,hand speed,hinge angle,bat speed,velocity vector2,velocity vector,vertical bat angle,body rotation rate,bat rotation rate,x_knob,y_knob,z_knob,x_barrel,y_barrel,z_barrel
Player 1,-0.48247838,-1.603139,4.0740333,1.0507536,-0.9000735,0.552606,"[0.5377673, -0.35152692, -0.33650216]","[-0.59149873, 0.24221645, -0.83399254]",0.83057576,1.9926696,0.8587856,0.618366,-0.7990483,0.70877767,0.633846,-0.43962947,1.1025975
Player 1,-0.46731013,-1.5990548,4.068198,1.1034138,-0.89832276,0.58738965,"[0.5671887, -0.3961277, -0.349085]","[-0.6169602, 0.24868646, -0.8803619]",0.83355224,2.0935385,0.9461753,0.61717445,-0.7985718,0.7070758,0.6350222,-0.440438,1.1019646
Player 1,-0.43492863,-1.5947688,4.061944,1.1560495,-0.89635414,0.6403291,"[0.61117226, -0.45421505, -0.3537808]","[-0.64193326, 0.25400266, -0.9272835]",0.8367775,2.1994717,1.0501531,0.6159367,-0.79808706,0.7052834,0.63629043,-0.4413645,1.1013267
Player 1,-0.3996492,-1.5902736,4.0552163,1.2107357,-0.8941215,0.70711756,"[0.6652052, -0.5200788, -0.3566496]","[-0.667489, 0.259375, -0.97624993]",0.84027606,2.3141773,1.1521593,0.61465186,-0.7975939,0.7033968,0.6376706,-0.442424,1.1006877
Player 1,-0.3813295,-1.5855432,4.0480366,1.2721342,-0.8916723,0.7683752,"[0.7133117, -0.5810229, -0.368879]","[-0.6969553, 0.26764405, -1.030022]",0.8440259,2.4411201,1.2350528,0.61331135,-0.7970861,0.70140636,0.6391503,-0.4436065,1.1000291
Player 1,-0.38474342,-1.5805413,4.040468,1.3427362,-0.8891055,0.8104827,"[0.7446159, -0.63080394, -0.39516172]","[-0.7323452, 0.28043866, -1.0899382]",0.847985,2.580419,1.3002071,0.6119027,-0.796555,0.6993001,0.6406954,-0.44488993,1.0993229
Player 1,-0.39785174,-1.5752398,4.032535,1.4206389,-0.8864737,0.8409567,"[0.76487374, -0.6765287, -0.4291468]","[-0.7722916, 0.29668367, -1.154885]",0.8521413,2.7284985,1.3698798,0.61041665,-0.7959943,0.69706833,0.6422839,-0.44626707,1.0985543
Player 1,-0.40134752,-1.5696303,4.024172,1.5010633,-0.88371986,0.88315696,"[0.7924071, -0.7343134, -0.4584756]","[-0.8130061, 0.31322986, -1.2223334]",0.85653865,2.882201,1.4652323,0.6088526,-0.7954044,0.6947069,0.643931,-0.44776243,1.0977331
Player 1,-0.38621703,-1.5637151,4.01525,1.5809617,-0.8807132,0.9547872,"[0.8406087, -0.8153155, -0.47619602]","[-0.851817, 0.32776546, -1.290898]",0.86125547,3.0428796,1.58438,0.607215,-0.7947895,0.69221383,0.6456789,-0.4494224,1.0968837
Player 1,-0.36576298,-1.5574837,4.005689,1.6637617,-0.8773836,1.0450035,"[0.9004306, -0.910923, -0.49055827]","[-0.89098394, 0.34255326, -1.3626841]",0.866336,3.2157671,1.7048212,0.60550326,-0.7941493,0.689583,0.6475513,-0.45127597,1.0960131
Player 1,-0.3590299,-1.550897,3.995518,1.756698,-0.87379885,1.1226454,"[0.9483367, -1.0001614, -0.5172639]","[-0.93606544, 0.3630423, -1.4415165]",0.87175596,3.4064758,1.8014663,0.6037057,-0.793473,0.68680054,0.64952457,-0.4533109,1.095097
Player 1,-0.36932042,-1.5439041,3.9848077,1.8626765,-0.87008125,1.1735013,"[0.9738477, -1.074529, -0.56133395]","[-0.9897158, 0.3917539, -1.5285795]",0.87746835,3.6181374,1.8622923,0.60180527,-0.7927448,0.68384963,0.6515546,-0.45549834,1.0941
Player 1,-0.388145,-1.5364633,3.9735873,1.9793454,-0.8663015,1.209125,"[0.98563915, -1.1417112, -0.6167287]","[-1.0503563, 0.4271476, -1.6223763]",0.88345146,3.850076,1.8955624,0.59978896,-0.7919518,0.6807171,0.6536144,-0.457824,1.0929998
Player 1,-0.4101989,-1.5285385,3.9618464,2.1050897,-0.86248523,1.2407808,"[0.9928202, -1.2075758, -0.67983204]","[-1.1164848, 0.46822253, -1.7221012]",0.88970137,4.0981464,1.9269866,0.5976466,-0.791083,0.677391,0.65569603,-0.4602856,1.0917808
Player 1,-0.43257442,-1.5200964,3.9495535,2.2390034,-0.8586343,1.2746936,"[0.9999995, -1.2757549, -0.7484686]","[-1.1873419, 0.514685, -1.8271438]",0.89622384,4.3569345,1.986185,0.5953691,-0.7901283,0.67386067,0.65780026,-0.46288824,1.0904322
Player 1,-0.44548634,-1.5111194,3.9366078,2.376119,-0.8546656,1.3300817,"[1.0188212, -1.3622916, -0.8122888]","[-1.2598796, 0.5629101, -1.9343672]",0.90306956,4.6232367,2.0878067,0.592953,-0.7890843,0.6701209,0.6599505,-0.4656682,1.0889633
Player 1,-0.44153708,-1.5016078,3.9228427,2.5110033,-0.85041195,1.4267557,"[1.0604768, -1.4839082, -0.86208177]","[-1.3309877, 0.6085366, -2.0404148]",0.91032857,4.898599,2.2199113,0.5904005,-0.7879552,0.66617256,0.6621927,-0.46869406,1.0874014
Player 1,-0.43119785,-1.4915525,3.9081585,2.6467428,-0.84578276,1.5491425,"[1.1131812, -1.6284697, -0.9075297]","[-1.4034728, 0.65411556, -2.1465425]",0.918041,5.1889744,2.3485646,0.5877095,-0.7867407,0.6620147,0.6645498,-0.4720099,1.0857548
Player 1,-0.43196195,-1.4809076,3.8926058,2.7929277,-0.84087497,1.6534095,"[1.1484656, -1.761857, -0.9695337]","[-1.4845645, 0.7080637, -2.257246]",0.9261469,5.501534,2.436856,0.58486325,-0.7854244,0.6576375,0.6669882,-0.47559404,1.0839896
Player 1,-0.44877785,-1.4696075,3.8763077,2.9544353,-0.835877,1.7166145,"[1.1519848, -1.8664756, -1.0562065]","[-1.5780646, 0.7753307, -2.3742921]",0.93454295,5.839302,2.4719994,0.58183765,-0.7839808,0.6530278,0.6694449,-0.4793906,1.0820562
Player 1,-0.47453794,-1.4575953,3.859336,3.1284163,-0.83091706,1.7515547,"[1.131167, -1.9524055, -1.1590953]","[-1.6824081, 0.85438055, -2.4953008]",0.94316167,6.1974034,2.4824748,0.578611,-0.7823875,0.6481769,0.6718719,-0.4833639,1.0799209
Player 1,-0.49951974,-1.444838,3.8416681,3.308949,-0.8260067,1.7862844,"[1.1033261, -2.0405123, -1.265813]","[-1.7937376, 0.9410243, -2.6165094]",0.951988,6.565999,2.519517,0.5751702,-0.7806304,0.64308405,0.67425567,-0.4875186,1.0775758
Player 1,-0.5143932,-1.4313282,3.8231668,3.488881,-0.8210151,1.8573749,"[1.0929297, -2.155927, -1.3660184]","[-1.9064916, 1.0298471, -2.7344096]",0.9610551,6.938683,2.613444,0.57151276,-0.7787054,0.6377544,0.6766328,-0.4919091,1.0750337
Player 1,-0.5153097,-1.4170793,3.8036237,3.6631687,-0.8157208,1.990884,"[1.1172664, -2.31612, -1.4563795]","[-2.016351, 1.1169297, -2.8470337]",0.97040856,7.3174286,2.750063,0.56764466,-0.776616,0.63219744,0.6790743,-0.49662334,1.0723146
Player 1,-0.5114478,-1.4020866,3.78292,3.8363056,-0.81000984,2.161363,"[1.157863, -2.5029309, -1.5478301]","[-2.127144, 1.2068954, -2.955656]",0.9800309,7.7106533,2.8839176,0.5635637,-0.77435637,0.62641984,0.68161345,-0.5017139,1.0694163
Player 1,-0.5165103,-1.3862985,3.761128,4.019718,-0.80400616,2.3068912,"[1.1725296, -2.6717384, -1.6570745]","[-2.2486033, 1.3109899, -3.063205]",0.9898075,8.127939,2.968053,0.5592479,-0.77189934,0.6204222,0.6841986,-0.5071466,1.0663021
Player 1,-0.53425556,-1.3696429,3.7384098,4.2194295,-0.7979438,2.3985577,"[1.1418777, -2.8012302, -1.7897495]","[-2.3853092, 1.4340823, -3.1713233]",0.99958515,8.573635,2.9859602,0.55466735,-0.7692073,0.6142043,0.68673825,-0.5128437,1.0629253
Player 1,-0.5589726,-1.3520557,3.7148552,4.432577,-0.79197633,2.459122,"[1.0791855, -2.9091992, -1.9409329]","[-2.5338473, 1.5696406, -3.2807906]",1.0092444,9.04257,2.9698613,0.5497976,-0.76625246,0.6077656,0.689168,-0.5187606,1.0592513
Player 1,-0.5833962,-1.3334974,3.6904423,4.6527576,-0.7861221,2.5287375,"[1.008539, -3.0261855, -2.105387]","[-2.6881878, 1.7075938, -3.3920383]",1.0187012,9.523701,2.9782937,0.5446268,-0.7630263,0.6011051,0.69147205,-0.5249118,1.0552565
Player 1,-0.6012803,-1.3139589,3.6650288,4.872411,-0.78024757,2.6507719,"[0.9582674, -3.1819053, -2.2796862]","[-2.8421328, 1.8412185, -3.5032248]",1.0278814,10.009684,3.0459843,0.53915685,-0.7595377,0.59422195,0.6936939,-0.5313742,1.0509224
Player 1,-0.61014336,-1.2934531,3.6383924,5.086487,-0.77411735,2.8524024,"[0.94586325, -3.3935835, -2.462997]","[-2.992588, 1.9702749, -3.6103714]",1.0366876,10.50177,3.1589553,0.5333964,-0.7558001,0.58711976,0.69591355,-0.5382634,1.0462292
Player 1,-0.615844,-1.271978,3.610408,5.2995467,-0.7676084,3.1014535,"[0.94658375, -3.6373093, -2.6596885]","[-3.1452022, 2.1039484, -3.7102962]",1.0449572,11.006752,3.2711957,0.5273423,-0.75180924,0.57980907,0.69815964,-0.5456463,1.0411483
Player 1,-0.62725073,-1.2494831,3.5811546,5.5221057,-0.76085037,3.3270948,"[0.9112075, -3.8598258, -2.8749475]","[-3.3091877, 2.2554967, -3.8020601]",1.0524663,11.531762,3.3350842,0.52096856,-0.7475302,0.5723029,0.70035785,-0.55348337,1.0356396
Player 1,-0.64673007,-1.2259047,3.550803,5.758186,-0.754078,3.5001884,"[0.8224353, -4.035615, -3.1097543]","[-3.4851909, 2.4298618, -3.8866339]",1.0589768,12.079644,3.32788,0.51424646,-0.74291664,0.5646164,0.702397,-0.5616821,1.0296637
Player 1,-0.6707907,-1.2011988,3.519455,6.00436,-0.74743664,3.6453388,"[0.697519, -4.180138, -3.3629782]","[-3.6667552, 2.6227095, -3.9659352]",1.0642694,12.646163,3.2673643,0.5071616,-0.73793083,0.5567623,0.7042021,-0.57018167,1.0231857
Player 1,-0.69621915,-1.1753408,3.4871447,6.257715,-0.74098533,3.7858946,"[0.54821503, -4.311027, -3.632372]","[-3.849973, 2.8304157, -4.0404773]",1.0681473,13.220512,3.2058942,0.49971017,-0.7325449,0.54875255,0.7057235,-0.57895637,1.016176
Player 1,-0.72083867,-1.1483135,3.4538429,6.515216,-0.7347114,3.940239,"[0.38333753, -4.441363, -3.916479]","[-4.031336, 3.0515306, -4.109079]",1.0704248,13.790206,3.20319,0.4918937,-0.72673416,0.5405979,0.7069289,-0.5880096,1.0086054
Player 1,-0.74145716,-1.1201403,3.4193878,6.768255,-0.72843075,4.158575,"[0.23590575, -4.605509, -4.2230935]","[-4.200499, 3.2798345, -4.172262]",1.0708783,14.34799,3.2912118,0.48373374,-0.72048724,0.5323087,0.7078516,-0.597413,1.0004321
Player 1,-0.75672126,-1.0908786,3.3835056,7.0098066,-0.7218114,4.4868164,"[0.13260221, -4.8356376, -4.5676713]","[-4.348289, 3.5092006, -4.2326446]",1.0692095,14.89654,3.452669,0.47527003,-0.7138042,0.52389103,0.7085794,-0.607302,0.9915872
Player 1,-0.77053565,-1.0605565,3.3460264,7.2468095,-0.7146556,4.88656,"[0.03898017, -5.1020656, -4.952761]","[-4.479979, 3.7476466, -4.2896595]",1.0651168,15.446811,3.629601,0.46653116,-0.7066685,0.51535124,0.7091309,-0.6177541,0.9819938
Player 1,-0.7883768,-1.0291411,3.3070438,7.49433,-0.70709,5.2587376,"[-0.11365111, -5.3265886, -5.3596354]","[-4.6082387, 4.0139995, -4.3378477]",1.0584193,16.010582,3.7583349,0.45752037,-0.6990269,0.5067065,0.7093832,-0.62868994,0.9716081
Player 1,-0.81183493,-0.9965656,3.2667706,7.758168,-0.69939387,5.553871,"[-0.3486947, -5.463339, -5.77184]","[-4.7345204, 4.318553, -4.373052]",1.0490586,16.590485,3.8185005,0.44823527,-0.6908032,0.49798092,0.70916426,-0.63993955,0.9604144
Player 1,-0.8390956,-0.96279365,3.2253478,8.031945,-0.6917447,5.8025804,"[-0.63252884, -5.525533, -6.1934433]","[-4.847182, 4.6572757, -4.396221]",1.0369945,17.173994,3.865519,0.43869796,-0.68192893,0.4891979,0.70837027,-0.6513575,0.9483907
Player 1,-0.8668304,-0.9278344,3.18275,8.305284,-0.68410796,6.0668426,"[-0.92727023, -5.558462, -6.636836]","[-4.9337745, 5.019201, -4.409447]",1.0221618,17.739983,3.9997327,0.42895615,-0.6723585,0.48037645,0.7069755,-0.6628891,0.93549335
Player 1,-0.8896615,-0.8917488,3.1387203,8.565639,-0.6761658,6.4225535,"[-1.2218261, -5.633759, -7.112208]","[-4.987621, 5.386822, -4.4131556]",1.0044812,18.273716,4.2857485,0.41907036,-0.6620803,0.47153404,0.7049788,-0.67462456,0.9216616
Player 1,-0.9041356,-0.85464543,3.0928452,8.803294,-0.66739595,6.9239945,"[-1.5301793, -5.805744, -7.630598]","[-5.008188, 5.7439322, -4.407185]",0.9838525,18.774542,4.705173,0.4091047,-0.651114,0.46269011,0.7023539,-0.6867589,0.90681875
Player 1,-0.9147977,-0.8166036,3.044864,9.023539,-0.6574586,7.522965,"[-1.8769224, -6.0199866, -8.192399]","[-4.9989977, 6.097188, -4.3884583]",0.9601836,19.251429,5.178767,0.39911622,-0.63946074,0.4538672,0.6990254,-0.69937843,0.89088017
Player 1,-0.9295415,-0.7776378,2.9949036,9.241225,-0.6464665,8.096319,"[-2.2713869, -6.143928, -8.774792]","[-4.960887, 6.4714446, -4.3485928]",0.93348765,19.713646,5.62196,0.38916078,-0.627072,0.4451026,0.6948953,-0.71230215,0.8737962
Player 1,-0.95049226,-0.73773706,2.9432697,9.460814,-0.6347356,8.583144,"[-2.6988723, -6.1117444, -9.352486]","[-4.8883467, 6.8774014, -4.2793026]",0.9038866,20.161335,6.0065503,0.37930295,-0.61387855,0.43644902,0.68989044,-0.72521836,0.85556114
Player 1,-0.9741112,-0.69693595,2.8901508,9.673069,-0.6224202,9.021971,"[-3.142107, -5.961306, -9.920328]","[-4.775074, 7.301632, -4.17769]",0.87152755,20.580448,6.3952117,0.36962163,-0.59984106,0.42796785,0.6839733,-0.73788905,0.8361858
Player 1,-0.99577254,-0.6553126,2.8355112,9.866232,-0.6094061,9.480356,"[-3.6039522, -5.7614136, -10.486001]","[-4.6211195, 7.722132, -4.044311]",0.83651537,20.950974,6.8979115,0.36019647,-0.58496046,0.41971987,0.67710435,-0.7502164,0.8156695
Player 1,-1.0110104,-0.61299384,2.7790887,10.030206,-0.5953047,10.028985,"[-4.1135097, -5.582082, -11.065193]","[-4.4347205, 8.115487, -3.8829296]",0.79889506,21.262136,7.5777435,0.35109445,-0.569285,0.4117621,0.6691912,-0.76224464,0.793989
Player 1,-1.0180892,-0.5701314,2.7204723,10.160318,-0.579553,10.718341,"[-4.7034125, -5.4592385, -11.6820755]","[-4.2256656, 8.466257, -3.701122]",0.7586279,21.517998,8.404497,0.34236416,-0.55289465,0.40413973,0.6600783,-0.77409446,0.7710796
Player 1,-1.0213923,-0.52683854,2.6594224,10.264528,-0.5617981,11.50365,"[-5.3625774, -5.322035, -12.339368]","[-3.9936533, 8.783392, -3.501901]",0.7156645,21.730812,9.28424,0.33405375,-0.53584963,0.39689094,0.64962816,-0.78574497,0.74686486
Player 1,-1.0269904,-0.48316827,2.5961223,10.35593,-0.54217005,12.26243,"[-6.0312796, -5.0380087, -12.997722]","[-3.72794, 9.0885935, -3.277992]",0.6700888,21.911367,10.120351,0.32623357,-0.51816547,0.39006594,0.637817,-0.7968983,0.721337
Player 1,-1.036068,-0.439147,2.5309598,10.437125,-0.52103066,12.92593,"[-6.65784, -4.550393, -13.6155405]","[-3.4200025, 9.386363, -3.0221443]",0.62209624,22.060371,10.881142,0.3189885,-0.499845,0.38372728,0.62471694,-0.807139,0.69456077
Player 1,-1.0457766,-0.39484012,2.464211,10.500595,-0.49859002,13.52735,"[-7.2337475, -3.9023085, -14.189455]","[-3.0700157, 9.661373, -2.7377667]",0.5718744,22.165176,11.637008,0.31240156,-0.4809275,0.3779341,0.6104152,-0.8161413,0.66661507
Player 1,-1.0520887,-0.35035518,2.3958836,10.53746,-0.47474882,14.143254,"[-7.7949467, -3.167278, -14.739237]","[-2.6877823, 9.893561, -2.4354322]",0.51953465,22.208458,12.50983,0.3065348,-0.4614957,0.37272847,0.5949261,-0.82373583,0.6375489
Player 1,-1.0499693,-0.3058465,2.3256993,10.538362,-0.44907376,14.857024,"[-8.427926, -2.4141154, -15.282321]","[-2.2977834, 10.062392, -2.1273248]",0.4651533,22.181862,13.566042,0.30140516,-0.44167712,0.36813474,0.5780939,-0.8298971,0.60739654
Player 1,-1.0371184,-0.261479,2.2532096,10.498012,-0.4209518,15.717367,"[-9.204098, -1.6598991, -15.828532]","[-1.9244612, 10.157386, -1.8254352]",0.40878004,22.090534,14.764541,0.29698277,-0.42161575,0.3641564,0.5596154,-0.83463997,0.57617766
Player 1,-1.018428,-0.21738487,2.1782253,10.425708,-0.39006147,16.66611,"[-10.05475, -0.8211592, -16.367197]","[-1.5601517, 10.193149, -1.5365671]",0.35048234,21.947105,15.996161,0.29325423,-0.40142733,0.36078066,0.539325,-0.8378055,0.543924
Player 1,-1.0007603,-0.1736332,2.1010468,10.338663,-0.356634,17.569897,"[-10.805276, 0.21085261, -16.859602]","[-1.1717316, 10.194583, -1.2591614]",0.29039356,21.763338,17.161415,0.29027322,-0.381178,0.35798973,0.5174115,-0.839,0.5107178
Player 1,-0.9853969,-0.1302693,2.0221546,10.243443,-0.3211042,18.371767,"[-11.362182, 1.4493679, -17.278662]","[-0.74570674, 10.167815, -0.99375707]",0.228683,21.543621,18.232344,0.2881226,-0.36092186,0.3557608,0.49425706,-0.8377932,0.47667992
Player 1,-0.96949995,-0.08737194,1.9418149,10.134719,-0.2836602,19.139368,"[-11.769344, 2.8300903, -17.644451]","[-0.3015206, 10.1021385, -0.7539278]",0.16546713,21.283615,19.263037,0.28684795,-0.34074113,0.3540484,0.4701639,-0.83389,0.4419064
Player 1,-0.9491548,-0.04503555,1.8600231,10.006681,-0.24420242,19.944016,"[-12.125214, 4.3012366, -17.958809]","[0.12953483, 9.990615, -0.5518192]",0.10086152,20.977049,20.335905,0.28643057,-0.32073128,0.35278833,0.44523183,-0.8271083,0.4064967
Player 1,-0.9183873,-0.00336394,1.7766813,9.854972,-0.20252939,20.78048,"[-12.559609, 5.83338, -18.125591]","[0.51004916, 9.834563, -0.3764191]",0.03527462,20.625736,21.487352,0.28677556,-0.30098978,0.3519403,0.41930148,-0.81732666,0.3707519
Player 1,-0.87352747,0.03754492,1.6916654,9.678205,-0.15841907,21.62753,"[-13.172771, 7.409532, -18.043367]","[0.8107311, 9.64192, -0.20912647]",-0.0306012,20.24237,22.683092,0.28772858,-0.28160238,0.3514945,0.39201415,-0.8044596,0.33517435
Player 1,-0.8205491,0.07763428,1.6049216,9.490397,-0.11176103,22.496542,"[-13.859866, 9.058307, -17.764381]","[1.05154, 9.431783, -0.05815354]",-0.09626336,19.84491,23.851536,0.2891746,-0.26261607,0.35141134,0.36321926,-0.78836435,0.30014372
Player 1,-0.77061933,0.11690375,1.5166323,9.316892,-0.06273732,23.372557,"[-14.332926, 10.830825, -17.441645]","[1.2957156, 9.226224, 0.04888823]",-0.16168478,19.449986,24.925753,0.29112396,-0.2440318,0.3515868,0.3333442,-0.7687863,0.2657194
Player 1,-0.7279358,0.15539566,1.4271238,9.171844,-0.01171672,24.20819,"[-14.415848, 12.724623, -17.136515]","[1.5823975, 9.033731, 0.10209055]",-0.2270445,19.067266,25.872545,0.29366162,-0.22582567,0.35190138,0.30315605,-0.7454578,0.23183365
Player 1,-0.6880496,0.19314513,1.3366742,9.052625,0.04098736,24.98466,"[-14.175217, 14.680934, -16.776249]","[1.9013343, 8.84992, 0.11768569]",-0.29228112,18.69547,26.712856,0.29684174,-0.20798348,0.35227826,0.27328154,-0.718227,0.19858581
Player 1,-0.6458265,0.23017272,1.2454181,8.949415,0.09521975,25.704023,"[-13.746863, 16.637594, -16.265108]","[2.2338061, 8.665337, 0.11869566]",-0.35701966,18.324486,27.5168,0.30067286,-0.1905047,0.35268724,0.24407154,-0.68706477,0.1662728
Player 1,-0.59822714,0.2664678,1.1533804,8.846021,0.15096596,26.369385,"[-13.243323, 18.546743, -15.531985]","[2.5622666, 8.465829, 0.12885484]",-0.42062852,17.943954,28.36301,0.30513626,-0.17341109,0.35313705,0.21567503,-0.65203875,0.13533156
Player 1,-0.5415906,0.30199185,1.0604073,8.716742,0.20841812,27.006289,"[-12.832261, 20.380339, -14.488611]","[2.8394752, 8.239373, 0.17802107]",-0.48214588,17.551601,29.28432,0.3101435,-0.15674505,0.35369316,0.18793155,-0.61327696,0.10636546
Player 1,-0.47410876,0.33669707,0.9662309,8.5474615,0.2678919,27.673536,"[-12.632455, 22.153774, -13.086409]","[3.0150824, 7.993081, 0.28112727]",-0.5402985,17.154627,30.229614,0.3155239,-0.14055029,0.35445726,0.160462,-0.5709019,0.08008056
Player 1,-0.40152514,0.37058374,0.87074685,8.363586,0.3294913,28.395685,"[-12.451711, 23.901928, -11.443111]","[3.110458, 7.7529435, 0.40804315]",-0.59398305,16.764791,31.076294,0.32114857,-0.12483419,0.35547748,0.1332603,-0.5249725,0.05695148
Player 1,-0.33343858,0.40370512,0.77431464,8.205905,0.39280337,29.065796,"[-11.885463, 25.57964, -9.769775]","[3.208159, 7.535731, 0.50729626]",-0.64261395,16.394361,31.702215,0.32703975,-0.10957257,0.35670066,0.10711294,-0.47560602,0.03703934
Player 1,-0.27332887,0.43611044,0.67768407,8.086206,0.45702899,29.538382,"[-10.753718, 27.05191, -8.161122]","[3.3578877, 7.334727, 0.5595632]",-0.6858074,16.053186,32.07001,0.33329788,-0.09474814,0.35803306,0.08317205,-0.42316902,0.02023188
Player 1,-0.2180864,0.46785223,0.5814607,7.9958534,0.5215101,29.818966,"[-9.22211, 28.24473, -6.5845404]","[3.5467427, 7.142938, 0.57681936]",-0.7230188,15.746148,32.26138,0.33997872,-0.08034059,0.35940424,0.06225047,-0.36816886,0.00647947
Player 1,-0.1637575,0.4990095,0.48576048,7.9296856,0.5860519,30.047659,"[-7.552765, 29.215672, -4.9862213]","[3.7417083, 6.9679327, 0.57222474]",-0.75346303,15.476375,32.44074,0.34706572,-0.06630341,0.3607728,0.04462413,-0.31102008,-0.00416271
Player 1,-0.10486158,0.5296727,0.39025614,7.869513,0.65089107,30.351637,"[-6.009461, 30.050127, -3.225327]","[3.894861, 6.8136725, 0.57720375]",-0.77577174,15.244921,32.758923,0.35445845,-0.05257652,0.36216184,0.03003123,-0.2519857,-0.0113607
Player 1,-0.03625363,0.5599217,0.29434013,7.7891383,0.7165554,30.812323,"[-4.7666764, 30.813974, -1.1309011]","[3.960859, 6.676738, 0.63517654]",-0.7879212,15.040371,33.27,0.36198217,-0.03910554,0.36367473,0.01784889,-0.1912036,-0.01444646
Player 1,0.03446396,0.5898118,0.19742005,7.711236,0.78358203,31.436752,"[-3.516858, 31.5396, 1.0941496]","[3.9980762, 6.555671, 0.7083254]",-0.78888667,14.841185,33.93898,0.36958525,-0.02584876,0.3653332,0.00806091,-0.12874705,-0.01315104
Player 1,0.0932268,0.6193327,0.09926496,7.675092,0.8522124,32.07166,"[-1.7419679, 32.135555, 3.0090158]","[4.119398, 6.4376817, 0.70274734]",-0.7797535,14.746974,34.308453,0.37744328,-0.01280178,0.36697847,0.00170535,-0.06484517,-0.00805728
Player 1,0.13706633,0.6484024,0,7.6821156,0.92240345,32.58822,"[0.63332254, 32.467545, 4.479139]","[4.346168, 6.306826, 0.5913324]",-0.7624248,14.647829,34.705803,0.38576764,0,0.36840713,0,0,0
Player 1,0.24050948,0.68035084,-0.10069931,8.903451,0.99114984,34.24572,"[2.9724905, 33.400753, 8.224136]","[5.0686345, 7.033204, 2.0284033]",-0.73361385,,,0.39483497,0.01339345,0.3713926,0.0021345,0.06609467,0.01425025
Player 1,-0.33740327,0.67946374,-0.06329637,8.173836,0.9546357,18.346136,"[12.894887, -12.715362, -6.3531804]","[7.514926, -3.2145038, 0.06667182]",-0.76856095,,,0.40972412,0.00627156,0.369338,0.02775341,0.04050873,-0.00142908
Player 1,0.5507756,0.7004389,-0.08485511,7.11278,0.9552183,7.4500303,"[5.173113, 6.8425717, 5.268368]","[5.856709, 1.1902972, 3.8566558]",-0.76087725,,,0.42111975,0.00891574,0.37572786,0.03746476,0.05437999,0.00791814
Player 1,0.1221676,0.7473869,-0.17724499,12.544804,1.0006561,34.91391,"[15.109467, 32.150272, 4.36157]","[9.072205, 7.603311, 4.15414]",-0.7624219,,,0.43741998,0.02371777,0.383053,0.06354511,0.11878448,0.014647
Player 1,0.44025812,0.7859677,-0.22569834,9.923204,1.0105264,18.68911,"[8.12918, 16.435625, 8.638071]","[7.5393634, 3.9520078, 5.0999627]",-0.7443071,,,0.45207566,0.03154742,0.39332902,0.07851504,0.15161337,0.03197064
Player 1,0.5354093,0.821909,-0.2702027,8.524949,1.0190876,16.333801,"[6.812333, 13.725473, 9.089745]","[6.7048388, 2.4684982, 4.6504197]",-0.7220758,,,0.46595117,0.03759528,0.40333787,0.09189508,0.18019857,0.05079039
Player 1,0.5244208,0.8651504,-0.34305808,10.045016,1.0486987,27.21758,"[7.689683, 22.9726, 14.013126]","[6.7380342, 5.0099316, 5.513787]",-0.6814873,,,0.47916704,0.04723151,0.41461456,0.10544018,0.22602229,0.07859987
Player 1,0.63006914,0.90067744,-0.3859995,8.496603,1.0561113,17.426794,"[6.510414, 13.437497, 10.88841]","[6.330068, 3.1133158, 4.736008]",-0.65222925,,,0.49177337,0.05299756,0.42412478,0.11768528,0.25246316,0.10037255
Player 1,0.5606451,0.94284564,-0.4459581,9.437787,1.0738995,23.317804,"[9.127421, 18.223598, 12.796555]","[6.780565, 4.0662556, 5.153769]",-0.6171066,,,0.5052162,0.06144716,0.43441436,0.13472618,0.28949565,0.12574758
Player 1,0.6102466,0.98169595,-0.49534562,8.785363,1.0844351,19.697859,"[8.862904, 14.32419, 11.779046]","[6.6754556, 2.9954834, 4.8629184]",-0.5857855,,,0.5183681,0.06768744,0.4441877,0.1514333,0.31856906,0.14929532
Player 1,0.6078218,1.0220267,-0.5483419,8.972519,1.0970991,20.924284,"[10.108936, 14.679759, 12.3996525]","[6.9183908, 2.876163, 4.936563]",-0.55280656,,,0.53201395,0.07379304,0.45412266,0.17062333,0.34856266,0.17404614
Player 1,0.69505,1.0626324,-0.6015321,8.890373,1.1096821,21.214094,"[9.663139, 13.821116, 14.062367]","[6.6591635, 2.515641, 5.3259583]",-0.51493657,,,0.5452547,0.07911801,0.4647528,0.18897349,0.37678045,0.20206416
Player 1,0.6611221,1.104309,-0.65795135,8.967053,1.1244235,22.162909,"[11.413277, 13.948442, 14.020028]","[6.8499775, 2.3404016, 5.292294]",-0.4776643,,,0.55893147,0.08417851,0.4753766,0.21075732,0.40541506,0.23016936
Player 1,0.6617398,1.1455151,-0.7139664,8.783099,1.1392314,21.935751,"[12.188323, 12.975603, 13.86614]","[6.8265457, 1.937429, 5.175661]",-0.44102514,,,0.57253164,0.08839593,0.48587525,0.23403423,0.43208402,0.25818455
Player 1,0.6695332,1.1869185,-0.771629,8.723531,1.1554898,22.448637,"[13.060811, 12.453629, 14.283742]","[6.826037, 1.6620284, 5.171352]",-0.40308732,,,0.5861016,0.09204949,0.49642515,0.25893646,0.45774135,0.28719363
